id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
12|Fitzgerald mentions that in a dark night of the soul, it is always what time?|Midnight|Three o'clock in the morning|Four o'clock in the morning|Five o'clock in the morning|Three o'clock in the morning|MJC-5_U3_T3.3|30
13|What was the initial physical illness that forced Fitzgerald to rest and reflect before his mental breakdown?|Influenza|Tuberculosis|Pneumonia|Malaria|Tuberculosis|MJC-5_U3_T3.3|30
14|Where did Fitzgerald go to recover during his physical breakdown?|Paris|New York|The North Carolina mountains|London|The North Carolina mountains|MJC-5_U3_T3.3|30
15|What item does Fitzgerald use as an analogy for a cracked personality that can no longer hold water?|A cracked teacup|A cracked plate|A broken vase|A leaky bucket|A cracked plate|MJC-5_U3_T3.3|30
16|How did Fitzgerald view his former ideals and values during his breakdown?|As eternal truths|As ideas borrowed from other people rather than his own|As foolish childish dreams|As complete fabrications|As ideas borrowed from other people rather than his own|MJC-5_U3_T3.3|30
17|Who collected and edited Fitzgerald's essays and notebooks into the volume titled The Crack-Up in 1945?|Edmund Wilson|Ernest Hemingway|Maxwell Perkins|Malcolm Cowley|Edmund Wilson|MJC-5_U3_T3.3|30
18|How did contemporaries like Ernest Hemingway react to Fitzgerald's publication of The Crack-Up?|They praised it as a masterpiece|They criticized him for public self-pity and weakness|They ignored it completely|They wrote response essays in support|They criticized him for public self-pity and weakness|MJC-5_U3_T3.3|30
19|What attitude did Fitzgerald adopt toward human relationships after his crack-up?|Unconditional love|A cynical and purely functional attitude|Deep hostility|Complete indifference|A cynical and purely functional attitude|MJC-5_U3_T3.3|30
20|Fitzgerald writes that he had been living on what kind of capital emotional energy?|Inherited energy|Borrowed capital from the bank of human experience|Unlimited energy|Unused artistic potential|Borrowed capital from the bank of human experience|MJC-5_U3_T3.3|30
21|Which major historical event hit America hard around the time Fitzgerald experienced his personal downfall?|World War I|The Great Depression|World War II|The Prohibition Era|The Great Depression|MJC-5_U3_T3.3|30
22|What role did Fitzgerald feel he was forced to play in society during his years of fame?|A serious politician|A public icon and voice of a generation|A reclusive scholar|A religious leader|A public icon and voice of a generation|MJC-5_U3_T3.3|30
23|Fitzgerald notes that early success made him believe what about life?|Life was a tragedy|Life was something you dominated if you were good enough|Life was completely random|Life was governed by fate|Life was something you dominated if you were good enough|MJC-5_U3_T3.3|30
24|What trade or profession did Fitzgerald continue to practice to survive financially despite his breakdown?|Journalism|Hollywood screenwriting|Teaching|Publishing|Hollywood screenwriting|MJC-5_U3_T3.3|30
25|In The Crack-Up, what does Fitzgerald mean by the phrase "handle with care"?|Physical objects need preservation|A cracked personality can still function if carefully managed|Books should be read gently|Friendships require constant maintenance|A cracked personality can still function if carefully managed|MJC-5_U3_T3.3|30
26|What was the primary literary genre of The Crack-Up?|Short story|Confessional prose essay|Dramatic play|Poetic monologue|Confessional prose essay|MJC-5_U3_T3.3|30
27|How many core essays original make up the main Crack-Up series published in 1936?|One|Three|Five|Seven|Three|MJC-5_U3_T3.3|30
28|What are the titles of the companion essays published alongside The Crack-Up?|Pasting It Together and Handle with Care|The Great Gatsby and Tender Is the Night|Early Success and Late Regrets|Youth and Old Age|Pasting It Together and Handle with Care|MJC-5_U3_T3.3|30
29|Fitzgerald compares his mental state to what kind of household object that had gone wrong?|A stopped clock|A burnt-out lightbulb|A cracked plate|A rusty key|A cracked plate|MJC-5_U3_T3.3|30
30|What feeling replaced Fitzgerald's past vital enthusiasm after his breakdown?|Rage|A quiet despair and emptiness|Extreme fear|Joyful indifference|A quiet despair and emptiness|MJC-5_U3_T3.3|30
31|What realization about his personal identity did Fitzgerald come to during his isolation?|He had no real self independent of the impressions of others|He was destined for political leadership|He was superior to his peers|He needed to give up writing entirely|He had no real self independent of the impressions of others|MJC-5_U3_T3.3|30
32|Fitzgerald describes his juvenile self as being heavily influenced by whom?|His parents|Great authors and strong personalities he admired|His teachers|Military commanders|Great authors and strong personalities he admired|MJC-5_U3_T3.3|30
33|What kind of pride did Fitzgerald say kept him going before his collapse?|Pride in his wealth|Pride in his work and artistic integrity|Pride in his social status|Pride in his physical strength|Pride in his work and artistic integrity|MJC-5_U3_T3.3|30
34|In what decade of his life was Fitzgerald when he wrote and published The Crack-Up?|His late twenties|His late thirties|His late forties|His late fifties|His late thirties|MJC-5_U3_T3.3|30
35|What did Fitzgerald decide to stop doing regarding other people's problems after his crack-up?|Trying to fix or care about them|Listening to them|Writing about them|Financially supporting them|Trying to fix or care about them|MJC-5_U3_T3.3|30
36|What metaphor does Fitzgerald use for the sudden realization of failure?|A unexpected blow on the head|A sudden fall from a cliff|A shipwreck|A house fire|A unexpected blow on the head|MJC-5_U3_T3.3|30
37|Fitzgerald states that all men's lives are a process of what?|Building a legacy|Breakdown|Accumulating wealth|Seeking wisdom|Breakdown|MJC-5_U3_T3.3|30
38|What sound or voice did Fitzgerald begin to dislike hearing during his deepest depression?|Music|The sound of radio|Human voices including his own|Street traffic|Human voices including his own|MJC-5_U3_T3.3|30
39|Which famous college did F. Scott Fitzgerald attend in his youth?|Harvard University|Yale University|Princeton University|Columbia University|Princeton University|MJC-5_U3_T3.3|30
40|Fitzgerald mentions that he lost his sense of what toward his fellow human beings?|Hatred|Enmity|Warmth and natural sympathy|Jealousy|Warmth and natural sympathy|MJC-5_U3_T3.3|30
41|What contrast does Fitzgerald establish between physical tiredness and emotional despair?|Physical tiredness can be cured by sleep, but emotional despair persists|Both are identical|Physical tiredness is worse|Emotional despair can be cured by exercise|Physical tiredness can be cured by sleep, but emotional despair persists|MJC-5_U3_T3.3|30
42|What self-preservation strategy does Fitzgerald adopt at the end of the essay?|To become a hermit|To act purely out of pragmatic self-interest like a businessman|To travel abroad|To retire from writing|To act purely out of pragmatic self-interest like a businessman|MJC-5_U3_T3.3|30
43|How did the American public view Fitzgerald before the publication of The Crack-Up?|As a serious academic|As the golden boy of the 1920s Jazz Age|As a political activist|As a reclusive poet|As the golden boy of the 1920s Jazz Age|MJC-5_U3_T3.3|30
44|What term describes the tone of Fitzgerald's writing in The Crack-Up?|Humorous and lighthearted|Brutally honest, reflective, and melancholy|Aggressive and angry|Formal and academic|Brutally honest, reflective, and melancholy|MJC-5_U3_T3.3|30
45|Fitzgerald writes that he had stood in good relation to what three major things in life before his crash?|Money, power, and fame|World, youth, and success|Art, love, and health|Family, friends, and career|World, youth, and success|MJC-5_U3_T3.3|30
46|What does Fitzgerald realize about his past generosity and kindness?|It was genuine|It was part of an elaborate performance to be liked|It brought him eternal peace|It saved his career|It was part of an elaborate performance to be liked|MJC-5_U3_T3.3|30
47|According to Fitzgerald, what happens when a person's inner vitality is completely spent?|They die immediately|They continue to function like a mechanical shell|They regain power instantly|They become artists|They continue to function like a mechanical shell|MJC-5_U3_T3.3|30
48|What impact did the publication of The Crack-Up have on Fitzgerald's literary reputation at the time?|It immediately restored his fame|It damaged his reputation and made publishers view him as finished|It won him a Pulitzer Prize|It had no impact at all|It damaged his reputation and made publishers view him as finished|MJC-5_U3_T3.3|30
49|What modern psychological concept is most closely reflected in Fitzgerald's description of his crack-up?|Burnout and clinical depression|Schizophrenia|Bipolar disorder|Obsessive compulsive disorder|Burnout and clinical depression|MJC-5_U3_T3.3|30
50|What ultimate truth about human success does The Crack-Up convey?|Success brings permanent security|Material success cannot shield one from internal disillusionment and collapse|Failure is impossible for talented writers|Fame solves all personal problems|Material success cannot shield one from internal disillusionment and collapse|MJC-5_U3_T3.3|30
