id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
21|How does Sherman Alexie depict the survival of Native American identity?|As an effortless victory|As a persistent, scarred, and resilient endurance|As completely vanished|As a fairytale|As a persistent, scarred, and resilient endurance|MJC-5_U4_T4.4|30
22|Which tribe does Sherman Alexie belong to?|Cherokee|Spokane-Coeur d'Alene|Navajo|Sioux|Spokane-Coeur d'Alene|MJC-5_U4_T4.4|30
23|In Section 5, what does Crow trade or barter with?|His memories and history|Gold nuggets|Furs|Blankets|His memories and history|MJC-5_U4_T4.4|30
24|What chemical or alcohol-related issues common on reservations are hinted at in Alexie's poetry?|Poverty and alcoholism|Pesticides|Oil spills|Smog|Poverty and alcoholism|MJC-5_U4_T4.4|30
25|In Section 6, what happens to Crow's god?|He is glorified|He is trapped or ignored|He is crowned king|He conquers the world|He is trapped or ignored|MJC-5_U4_T4.4|30
26|What does Crow symbolize in traditional Native American folklore?|A trickster figure and survivor|A symbol of supreme wealth|A herald of war|A bringer of rain|A trickster figure and survivor|MJC-5_U4_T4.4|30
27|How does Alexie modify traditional trickster tales in Crow Testament?|By placing Crow in a bleak, post-colonial modern reality|By removing Crow entirely|By setting it in Europe|By making Crow a superhero|By placing Crow in a bleak, post-colonial modern reality|MJC-5_U4_T4.4|30
28|In Section 7, what is Crow's final state or action?|He remains alive, enduring despite everything|He flies into the sun|He becomes extinct|He surrenders completely|He remains alive, enduring despite everything|MJC-5_U4_T4.4|30
29|What structure is used in the poetic composition of Crow Testament?|Free verse with short, numbered stanzas|Strict rhyming couplets|Sonnet form|Iambic pentameter|Free verse with short, numbered stanzas|MJC-5_U4_T4.4|30
30|What primary contrast is present throughout the poem?|Indigenous survival versus colonial oppression and Christian hypocrisy|Nature versus technology|Youth versus old age|Wealth versus poverty|Indigenous survival versus colonial oppression and Christian hypocrisy|MJC-5_U4_T4.4|30
31|What role does ironical humor play in Alexie's poem?|It lightens the tragedy and highlights cultural resilience|It makes fun of Crow|It hides the meaning|It serves no purpose|It lightens the tragedy and highlights cultural resilience|MJC-5_U4_T4.4|30
32|Which biblical sacrifice story is parodied or referenced in relation to Native suffering?|Abraham and Isaac|The Last Supper|The Crucifixion|The Nativity|Abraham and Isaac|MJC-5_U4_T4.4|30
33|What does Crow's black color represent in the context of the poem?|Mourning, endurance, and unyielding identity|Evil and sin|Defeat|Invisibility|Mourning, endurance, and unyielding identity|MJC-5_U4_T4.4|30
34|What item of white civilization repeatedly strips Crow of his resources?|Government policies and commercial greed|Books|Cars|Clothing|Government policies and commercial greed|MJC-5_U4_T4.4|30
35|How are white colonizers or authority figures represented in Crow Testament?|As forces that claim, measure, and exploit|As generous patrons|As peaceful neighbors|As distant observers|As forces that claim, measure, and exploit|MJC-5_U4_T4.4|30
36|What is the effect of using numbered sections like 1, 2, 3 in the poem?|It mimics biblical verses or chapters of a testament|It creates a countdown|It represents calendar years|It orders a mathematical equation|It mimics biblical verses or chapters of a testament|MJC-5_U4_T4.4|30
37|What does the dust symbolize in the opening stanza of Crow Testament?|Mortality, devastation, and the remains of destruction|Fertile soil|Gold powder|Desert beauty|Mortality, devastation, and the remains of destruction|MJC-5_U4_T4.4|30
38|Why does Crow use biblical metaphors to tell his story?|To challenge white Christian culture using its own sacred language|Because he converted to Christianity|To hide his heritage|Because he forgot native stories|To challenge white Christian culture using its own sacred language|MJC-5_U4_T4.4|30
39|What happens to the salmon or natural resources in Alexie's representation of Native lands?|They are depleted or dammed|They multiply greatly|They are protected by law|They are exported abroad|They are depleted or dammed|MJC-5_U4_T4.4|30
40|In Crow Testament, is Crow ever fully destroyed by his hardships?|Yes, he perishes|No, he survives through every stanza|He transforms into another animal|He leaves the earth|No, he survives through every stanza|MJC-5_U4_T4.4|30
41|What emotion lies beneath the satirical lines of Crow Testament?|Profound grief and cultural pain|Uncontrolled anger|Indifference|Playful silliness|Profound grief and cultural pain|MJC-5_U4_T4.4|30
42|How does Alexie portray the relationship between Native Americans and the U.S. government?|As one of broken promises, treaties, and loss|As a perfect partnership|As an equal alliance|As a peaceful friendship|As one of broken promises, treaties, and loss|MJC-5_U4_T4.4|30
43|What poetic device is used in describing Crow's physical and spiritual losses?|Metaphor and irony|Onomatopoeia|Hyperbole only|Rhyme scheme|Metaphor and irony|MJC-5_U4_T4.4|30
44|What does Crow do with his remaining feathers when stripped?|He uses them to keep warm or reinvent himself|He sells them|He throws them away|He gives them to the eagle|He uses them to keep warm or reinvent himself|MJC-5_U4_T4.4|30
45|Which literary movement is Sherman Alexie associated with?|Native American Renaissance|Beat Generation|Transcendentalism|Harlem Renaissance|Native American Renaissance|MJC-5_U4_T4.4|30
46|What does the term Testament imply about the permanence of Native history?|That it is a sacred record of endurance that cannot be erased|That it will expire soon|That it is fictional|That it belongs to the past only|That it is a sacred record of endurance that cannot be erased|MJC-5_U4_T4.4|30
47|How is redemption portrayed in Crow Testament?|Not through salvation, but through continuous endurance and refusal to die|Through heavenly reward|Through financial compensation|Through military victory|Not through salvation, but through continuous endurance and refusal to die|MJC-5_U4_T4.4|30
48|What image represents the commercialization of Native culture in Alexie's work?|Trinkets, coupons, and tourist traps|Historic monuments|Museum exhibits|Libraries|Trinkets, coupons, and tourist traps|MJC-5_U4_T4.4|30
49|What makes Crow a fit metaphor for the Native American experience in this poem?|Crows are resilient scavengers that adapt and survive anywhere|Crows are royal birds|Crows live in isolation|Crows are weak birds|Crows are resilient scavengers that adapt and survive anywhere|MJC-5_U4_T4.4|30
50|What ultimate message does Sherman Alexie convey through Crow Testament?|Despite centuries of genocide, dispossession, and assimilation, indigenous culture endures|Native culture is completely lost|Modern civilization is flawless|Religion solves all political problems|Despite centuries of genocide, dispossession, and assimilation, indigenous culture endures|MJC-5_U4_T4.4|30
