id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
21|What feature of modern communication is praised for laying cables under the ocean waters?|The wireless telegraph|The Atlantic cable laying across the seabed|The postal system|The printing press|The Atlantic cable laying across the seabed|MJC-5_U4_T4.3|30
22|How does Whitman characterize the East (Asia/India) in contrast to the West in lines 30-68?|As a land of dark wilderness|As the cradle of ancient wisdom, myths, and spirituality|As an industrial wasteland|As a land without history|As the cradle of ancient wisdom, myths, and spirituality|MJC-5_U4_T4.3|30
23|What does Whitman mean when he asks to return to "primal thought"?|To return to basic animal instincts|To return to original spiritual wisdom and divine origins of humanity|To forget scientific knowledge|To live without technology|To return to original spiritual wisdom and divine origins of humanity|MJC-5_U4_T4.3|30
24|In Section 2, what phrase does Whitman use to address the soul?|Passage to you, O soul!|Fly away, O spirit!|Listen to me, my mind!|Wake up, sleeping soul!|Passage to you, O soul!|MJC-5_U4_T4.3|30
25|What primary poetic form is used by Walt Whitman in Passage to India?|Shakespearean Sonnet|Free Verse|Rhyming Couplets|Heroic Stanzas|Free Verse|MJC-5_U4_T4.3|30
26|Which geographic land form is crossed by the Pacific Railroad as described in Section 3?|The Rocky Mountains and Western plains|The Amazon rainforest|The Sahara desert|The Siberian tundra|The Rocky Mountains and Western plains|MJC-5_U4_T4.3|30
27|What image does Whitman use to convey the speed of train travel across America?|A flying eagle|The locomotive rushing with fierce roar and smoke|A quiet sailboat|A running horse|The locomotive rushing with fierce roar and smoke|MJC-5_U4_T4.3|30
28|What does the connecting of the globe through cables and steamships symbolize for human brotherhood?|Increased warfare|The unification of all nations and peoples into a single family|Economic dominance of one nation|The isolation of countries|The unification of all nations and peoples into a single family|MJC-5_U4_T4.3|30
29|How does Whitman view God's purpose behind human technological progress?|As a violation of nature|As divine providence guiding humanity to spiritual unity|As pure human greed|As an accidental event|As divine providence guiding humanity to spiritual unity|MJC-5_U4_T4.3|30
30|In Passage to India, what does India represent culturally and historically?|Modern industrial power|The ancient home of spiritual philosophies and religions|A distant uninhabited land|A military superpower|The ancient home of spiritual philosophies and religions|MJC-5_U4_T4.3|30
31|What role does the poet assign to himself in Passage to India?|A military chronicler|A prophet-poet who interprets the spiritual meaning of human achievements|A financial advisor|A mechanical engineer|A prophet-poet who interprets the spiritual meaning of human achievements|MJC-5_U4_T4.3|30
32|In Section 3, how does Whitman describe the train traveling past the American landscape?|Puffing smoke, crossing prairie, canyon, and mountain|Creeping slowly through dark tunnels|Floating down rivers|Flying through the clouds|Puffing smoke, crossing prairie, canyon, and mountain|MJC-5_U4_T4.3|30
33|What term does Whitman use in lines 1-15 for the vast past history of humanity?|The dark abyss|The dark unfathomable reservoir|The forgotten dream|The ancient song|The dark unfathomable reservoir|MJC-5_U4_T4.3|30
34|What connects the Old World with the New World in Whitman's vision?|Physical trade and spiritual exploration enabled by technology|Military conquest|Royal marriages|Isolationist policies|Physical trade and spiritual exploration enabled by technology|MJC-5_U4_T4.3|30
35|Which theme is central to the first 68 lines of Passage to India?|The superiority of war|The harmony between scientific progress and spiritual exploration|The rejection of technology|The glory of royal dynasties|The harmony between scientific progress and spiritual exploration|MJC-5_U4_T4.3|30
36|What tone characterizes the opening sections (lines 1-68) of Passage to India?|Depressive and mournful|Exultant, visionary, and optimistic|Sarcastic and critical|Fearful and hesitant|Exultant, visionary, and optimistic|MJC-5_U4_T4.3|30
37|What does Whitman call the great works of engineering in the opening lines?|God's miracles|The modern wonders|Man's foolishness|Temporary structures|The modern wonders|MJC-5_U4_T4.3|30
38|In lines 35-45, how does the poet describe the locomotive traveling across the American continent?|Swiftly gliding like a shadow|Hear the locomotive rushing through the desert, hear the shrieking whistle|Slowly pulling wooden carts|Silent as a bird|Hear the locomotive rushing through the desert, hear the shrieking whistle|MJC-5_U4_T4.3|30
39|What geographical feature does the train cross near the Great Salt Lake mentioned in Section 3?|The Great Basin and Salt Lake deserts|The Mississippi delta|The Appalachian trail|The Everglades|The Great Basin and Salt Lake deserts|MJC-5_U4_T4.3|30
40|Why does Whitman urge a passage back to the ancient origins of civilization?|To abandon modern technology|To unite modern material progress with ancient spiritual depth|To live in caves|To stop writing poetry|To unite modern material progress with ancient spiritual depth|MJC-5_U4_T4.3|30
41|What major poetry collection includes Passage to India?|Leaves of Grass|Drum-Taps|Democratic Vistas|Specimen Days|Leaves of Grass|MJC-5_U4_T4.3|30
42|What aspect of nature is conquered by the completion of the Transcontinental Railroad?|Vast distance and mountain barriers|The ocean tides|The winter cold|Volcanic eruptions|Vast distance and mountain barriers|MJC-5_U4_T4.3|30
43|In lines 1-68, what is the soul called upon to do alongside the body's travels?|To stay quiet at home|To embark on its own spiritual voyage of discovery|To fear the unknown|To worship material wealth|To embark on its own spiritual voyage of discovery|MJC-5_U4_T4.3|30
44|How does Whitman view science and trade in Passage to India?|As enemies of religion|As instruments that pave the way for true spiritual unity|As purely evil endeavors|As boring subjects|As instruments that pave the way for true spiritual unity|MJC-5_U4_T4.3|30
45|What is the significance of the year 1869 in relation to this poem?|It was the year the Suez Canal and Transcontinental Railroad were both completed|It was the year Whitman died|It was the year the American Civil War began|It was the year India gained independence|It was the year the Suez Canal and Transcontinental Railroad were both completed|MJC-5_U4_T4.3|30
46|How does Whitman describe the world being encircled by technology?|Bound by iron bands and electric threads|Locked in chains|Divided by walls|Destroyed by smoke|Bound by iron bands and electric threads|MJC-5_U4_T4.3|30
47|What literary device is heavily used in the line Passage to India! Passage, immediate passage!?|Anaphora and repetition|Onomatopoeia|Oxymoron|Alliteration|Anaphora and repetition|MJC-5_U4_T4.3|30
48|What element of human history does Whitman praise alongside modern inventions?|The ancient myths, fables, and religions of the East|Medieval feudalism|Colonial wars|Ancient weapons|The ancient myths, fables, and religions of the East|MJC-5_U4_T4.3|30
49|What role does the American West play in the journey described in lines 30-68?|It acts as a physical land bridge leading toward the Pacific and Asia|It is a dead end|It is an untouchable wilderness|It is a place of permanent settlement|It acts as a physical land bridge leading toward the Pacific and Asia|MJC-5_U4_T4.3|30
50|What ultimate synthesis does Walt Whitman envision through Passage to India?|The complete dominance of West over East|The harmonious union of science, nature, history, and the human soul|The end of human travel|The destruction of ancient traditions|The harmonious union of science, nature, history, and the human soul|MJC-5_U4_T4.3|30
