id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
15|Why cannot Jim O'Connor court Laura?|He is moving to another city|He is already engaged to another woman named Betty|He does not like Laura|He has to join the army|He is already engaged to another woman named Betty|MJC-5_U1_T1.1|30
16|What object represents the absent father in the Wingfield apartment?|An old pocket watch|A large framed photograph of him smiling|A leather hat|A stack of old letters|A large framed photograph of him smiling|MJC-5_U1_T1.1|30
17|What was the occupation of the father who abandoned the Wingfield family?|A warehouse worker|A telephone company employee|A ship captain|A stage actor|A telephone company employee|MJC-5_U1_T1.1|30
18|What school did Laura drop out of because of her extreme anxiety?|Rubicam's Business College|St. Louis High School|Mississippi Academy|City Arts Institute|Rubicam's Business College|MJC-5_U1_T1.1|30
19|What does Amanda sell over the telephone to make extra money for her family?|Clothing subscriptions|Magazine subscriptions|Insurance policies|Lottery tickets|Magazine subscriptions|MJC-5_U1_T1.1|30
20|Where did Amanda Wingfield grow up, according to her fond memories?|St. Louis|Blue Mountain|New York|Chicago|Blue Mountain|MJC-5_U1_T1.1|30
21|How many gentleman callers does Amanda claim to have received in one afternoon in her youth?|Five|Ten|Seventeen|Twenty-five|Seventeen|MJC-5_U1_T1.1|30
22|Which organization's dues did Tom pay using the money meant for the family's electric bill?|The Merchant Marines|The Local Theater Guild|The Shoe Workers Union|The Writers Club|The Merchant Marines|MJC-5_U1_T1.1|30
23|What emergency occurs during the dinner with the gentleman caller due to Tom's unpaid bill?|The kitchen catches fire|The electricity goes out|The water supply stops|The phone line gets disconnected|The electricity goes out|MJC-5_U1_T1.1|30
24|What symbol outside the Wingfield apartment represents the escape route from their grim reality?|The front porch|The fire escape|The back alley|The balcony|The fire escape|MJC-5_U1_T1.1|30
25|Which screen projection device is specified in the stage directions of the play?|A movie projector|A slide projector displaying images and titles|A shadow screen|A television screen|A slide projector displaying images and titles|MJC-5_U1_T1.1|30
26|What instrument plays recurrent background music throughout the play representing memory?|A piano|A violin|A harp|A trumpet|A piano|MJC-5_U1_T1.1|30
27|What primary conflict exists between Tom and his mother Amanda?|Tom wants to study science instead of working|Tom wants freedom and adventure rather than supporting the household|Amanda wants Tom to join the army|Amanda refuses to let Tom read books|Tom wants freedom and adventure rather than supporting the household|MJC-5_U1_T1.1|30
28|What does Laura do during the daytime when she pretends to attend business college?|She works at a restaurant|She walks in the park and visits the art museum and zoo|She stays hidden in the fire escape|She visits her school friends|She walks in the park and visits the art museum and zoo|MJC-5_U1_T1.1|30
29|What grade of school did Jim and Laura attend together in the past?|Primary School|High School|College|Junior High School|High School|MJC-5_U1_T1.1|30
30|What high school activity was Jim O'Connor famous for?|Basketball and debate|Light opera performance and sports|Chess and painting|Track running and journalism|Light opera performance and sports|MJC-5_U1_T1.1|30
31|What course is Jim studying at night school to prepare for his future career?|Typewriting|Public speaking and radio engineering|Drama and poetry|Business accounting|Public speaking and radio engineering|MJC-5_U1_T1.1|30
32|What key thematic contrast does Tennessee Williams explore in The Glass Menagerie?|War versus peace|Illusion versus reality|Wealth versus poverty|Youth versus old age|Illusion versus reality|MJC-5_U1_T1.1|30
33|What happens at the end of the play regarding Tom's living situation?|He stays home and cares for Laura|He leaves his family and joins the Merchant Marines|He marries and moves away|He buys a new apartment in St. Louis|He leaves his family and joins the Merchant Marines|MJC-5_U1_T1.1|30
34|At the end of the play, what action does Laura take while Tom speaks his final monologue?|She reads a letter|She blows out the candles|She plays the phonograph|She packs her glass collection|She blows out the candles|MJC-5_U1_T1.1|30
35|What term did Laura mishear that led to her nickname Blue Roses?|Red Roses|Pleurosis|Tuberculosis|Neurosis|Pleurosis|MJC-5_U1_T1.1|30
36|What music-playing device belonging to her father does Laura frequently use for comfort?|A radio|A gramophone phonograph|A music box|An accordion|A gramophone phonograph|MJC-5_U1_T1.1|30
37|What major historical crisis forms the background era of the play's setting?|The American Civil War|The Great Depression|The Vietnam War|The Cold War|The Great Depression|MJC-5_U1_T1.1|30
38|What overseas conflict is mentioned by Tom as brewing in Europe during the play's time?|World War I|Spanish Civil War / Guernica bombings|Korean War|Gulf War|Spanish Civil War / Guernica bombings|MJC-5_U1_T1.1|30
39|Why does Amanda constantly nag Tom at the dinner table?|For eating too fast and not chewing properly|For speaking too loudly|For coming home late|For wasting food|For eating too fast and not chewing properly|MJC-5_U1_T1.1|30
40|What kind of literature does Amanda confiscate from Tom, calling it filthy?|D.H. Lawrence novels|Edgar Allan Poe stories|Shakespearean plays|Poetry books|D.H. Lawrence novels|MJC-5_U1_T1.1|30
41|What does Tom call Amanda during their explosive argument in Scene 3?|An old tyrant|An ugly witch|An' ugly babbling old witch|A selfish mother|An' ugly babbling old witch|MJC-5_U1_T1.1|30
42|When Tom throws his coat in anger during Scene 3, what does it accidentally hit and break?|A window pane|Laura's glass collection shelf|The front door glass|The living room lamp|Laura's glass collection shelf|MJC-5_U1_T1.1|30
43|What magician trick does Tom tell Laura about after returning late at night?|Escaping from a nailed coffin without removing a nail|Vanishing a coin from a hat|Walking through a brick wall|Turning water into wine|Escaping from a nailed coffin without removing a nail|MJC-5_U1_T1.1|30
44|What does the coffin trick symbolize for Tom?|His fear of dying young|His desire to escape his trapped life without hurting his family|His love for magic and theater|His wish to become a professional magician|His desire to escape his trapped life without hurting his family|MJC-5_U1_T1.1|30
45|What wish does Amanda ask Laura to make on the moon in Scene 5?|For wealth and a big house|For health and happiness|For a handsome gentleman caller|For success in business school|For health and happiness|MJC-5_U1_T1.1|30
46|What dress does Amanda wear when preparing for Jim's arrival?|A modern evening gown|A yellow girandole dress from her youth in Blue Mountain|A simple black dress|A wedding gown|A yellow girandole dress from her youth in Blue Mountain|MJC-5_U1_T1.1|30
47|How does Laura react when she discovers the gentleman caller is Jim O'Connor?|She becomes overjoyed|She becomes sick with anxiety and collapses|She leaves the apartment immediately|She pretends not to recognize him|She becomes sick with anxiety and collapses|MJC-5_U1_T1.1|30
48|What does Jim give to Laura after breaking the horn of the glass unicorn?|A signed photograph|A souvenir program|The broken unicorn as a souvenir|A handwritten poem|The broken unicorn as a souvenir|MJC-5_U1_T1.1|30
49|What is the final line of advice Tom gives to Laura in his closing monologue?|Forget me forever|Blow out your candles, Laura|Keep playing your records|Take care of mother|Blow out your candles, Laura|MJC-5_U1_T1.1|30
50|In the dramatic structure of Tennessee Williams' work, what does the glass menagerie overall represent?|Fragile inner worlds and romantic illusions|Financial stability and ambition|Family unity and strength|Modern industrial progress|Fragile inner worlds and romantic illusions|MJC-5_U1_T1.1|30
