id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
29|Sounds produced with air escaping through the nasal cavity while the oral cavity is blocked are|Fricatives|Nasals|Plosives|Lateral approximants|Nasals|MJC-6_U2_T2.2|30
30|How many nasal consonants exist in standard English?|2|3|4|5|3|MJC-6_U2_T2.2|30
31|The three English nasal consonants /m/, /n/, and /ŋ/ are articulated respectively at|Bilabial, Alveolar, and Velar places|Dental, Palatal, and Glottal places|Labiodental, Alveolar, and Velar places|Bilabial, Dental, and Palatal places|Bilabial, Alveolar, and Velar places|MJC-6_U2_T2.2|30
32|A sound produced when air escapes along the sides of the tongue while the center is blocked is a|Lateral approximant|Nasal|Fricative|Plosive|Lateral approximant|MJC-6_U2_T2.2|30
33|Which English phoneme is classified as a lateral approximant?|/r/|/l/|/w/|/j/|/l/|MJC-6_U2_T2.2|30
34|Which sounds are classified as glides or semi-vowels in English consonant phonology?|/m/ and /n/|/w/ and /j/|/f/ and /v/|/p/ and /t/|/w/ and /j/|MJC-6_U2_T2.2|30
35|The sound /j/ as in yes is phonetically classified as a|Velar approximant|Palatal approximant (glide)|Alveolar fricative|Dental nasal|Palatal approximant (glide)|MJC-6_U2_T2.2|30
36|The sound /w/ as in wet involves articulation at which two locations?|Both lips and soft palate (Labio-velar)|Upper teeth and lower lip|Tongue blade and alveolar ridge|Glottis and hard palate|Both lips and soft palate (Labio-velar)|MJC-6_U2_T2.2|30
37|Which of the following is a voiceless glottal fricative?|/h/|/s/|/f/|/θ/|/h/|MJC-6_U2_T2.2|30
38|What distinguishes voiced consonants from voiceless consonants?|Resonance in the nasal cavity|Vibration of the vocal cords in the larynx|Position of the soft palate|Length of the vowel sound|Vibration of the vocal cords in the larynx|MJC-6_U2_T2.2|30
39|Which of the following English consonants is voiceless?|/b/|/d/|/p/|/g/|/p/|MJC-6_U2_T2.2|30
40|Which of the following English consonants is voiced?|/k/|/t/|/s/|/v/|/v/|MJC-6_U2_T2.2|30
41|Which cardinal vowel chart system was developed by Daniel Jones to classify vowels?|International Cardinal Vowel Diagram|Vocal Tract Scale|Acoustic Pitch Chart|Consonantal Matrix|International Cardinal Vowel Diagram|MJC-6_U2_T2.2|30
42|Vowels in which the lips are pulled back or neutral are termed|Rounded vowels|Unrounded vowels|Nasalized vowels|Aspirated vowels|Unrounded vowels|MJC-6_U2_T2.2|30
43|Which of the following is an open back unrounded vowel in R.P. English?|/iː/|/ɑː/|/uː/|/e/|/ɑː/|MJC-6_U2_T2.2|30
44|All English vowel sounds are phonetically|Voiceless|Voiced|Nasal|Fricative|Voiced|MJC-6_U2_T2.2|30
45|Which sound classification includes plosives, fricatives, and affricates?|Obstruents|Sonorants|Vowels|Glides|Obstruents|MJC-6_U2_T2.2|30
46|Which group includes nasals, liquids (/l/, /r/), and glides (/w/, /j/)?|Obstruents|Sonorants|Plosives|Fricatives|Sonorants|MJC-6_U2_T2.2|30
47|The English consonant sound /ʃ/ in shoe is classified as a|Voiceless post-alveolar fricative|Voiced alveolar plosive|Voiceless velar stop|Voiced dental fricative|Voiceless post-alveolar fricative|MJC-6_U2_T2.2|30
48|The English consonant sound /ʒ/ in measure is classified as a|Voiced post-alveolar fricative|Voiceless dental fricative|Voiced bilabial nasal|Voiceless palatal affricate|Voiced post-alveolar fricative|MJC-6_U2_T2.2|30
49|What is the manner of articulation for the English sound /r/ in red?|Post-alveolar approximant|Velar plosive|Dental fricative|Bilabial stop|Post-alveolar approximant|MJC-6_U2_T2.2|30
50|Which organ position determines whether a speech sound will be oral or nasal?|The position of the velum (soft palate)|The position of the tongue tip|The vibration of the vocal cords|The position of the lower jaw|The position of the velum (soft palate)|MJC-6_U2_T2.2|30
