id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
35|In a diglossic community, the informal variety used in everyday conversation at home is known as the|High (H) variety|Low (L) variety|Superstrate variety|Standard variety|Low (L) variety|MJC-6_U1_T1.1.2|30
36|Which of the following is true regarding a standard language?|It is inherently naturally superior to all other dialects|It is a dialect chosen and prestige-promoted through socio-political processes|It contains no grammatical rules|It has no written literature|It is a dialect chosen and prestige-promoted through socio-political processes|MJC-6_U1_T1.1.2|30
37|What is decreolization?|The process where a creole moves closer to the standard language due to social pressure|The decay of a standard language into a pidgin|The total extinction of a creole|The creation of new slang|The process where a creole moves closer to the standard language due to social pressure|MJC-6_U1_T1.1.2|30
38|When two speakers of different dialects can easily understand each other, this phenomenon is called|Mutual unintelligibility|Mutual intelligibility|Code-switching|Creolization|Mutual intelligibility|MJC-6_U1_T1.1.2|30
39|If two speech varieties are mutually unintelligible, linguists generally classify them as|Dialects of the same language|Two distinct languages|Two registers of the same sociolect|Two idiolects|Two distinct languages|MJC-6_U1_T1.1.2|30
40|The choice of formal or informal register during a conversation is primarily determined by|Phonemic inventory|Social context, participant relationships, and topic|Syllable division|Geographical latitude|Social context, participant relationships, and topic|MJC-6_U1_T1.1.2|30
41|Which term describes a non-standard variety of English spoken in urban working-class communities?|Received Pronunciation|Vernacular|Standard English|Academic Register|Vernacular|MJC-6_U1_T1.1.2|30
42|What is the term for speech traits unique to a specific age group, such as teenagers?|Ethnolect|Agelect or Chronolect|Geolect|Idiolect|Agelect or Chronolect|MJC-6_U1_T1.1.2|30
43|Which variety of language is defined by the speaker's ethnic background?|Ethnolect|Geolect|Idiolect|Argot|Ethnolect|MJC-6_U1_T1.1.2|30
44|Standard American English and Received Pronunciation (RP) are examples of|Regional slang|Standard language accents / varieties|Pidgin constructions|Uncodified dialects|Standard language accents / varieties|MJC-6_U1_T1.1.2|30
45|Which aspect of language usage changes when moving from a legal court setting to a family dinner?|Only accent|Register and formality level|The speaker's idiolect native roots|The underlying phonemic inventory|Register and formality level|MJC-6_U1_T1.1.2|30
46|What term refers to the process where a language variety loses its distinct features and merges into a dominant standard language?|Dialect levelling|Creolization|Pidginization|Codification|Dialect levelling|MJC-6_U1_T1.1.2|30
47|A continuum of dialect varieties spoken across a geographical area where neighboring varieties are mutually intelligible is a|Dialect continuum|Diglossic hierarchy|Lexical array|Register scale|Dialect continuum|MJC-6_U1_T1.1.2|30
48|Which characteristic is typified by simplified morphology and a reduced vocabulary?|Standard language|Pidgin|Literary register|Creole|Pidgin|MJC-6_U1_T1.1.2|30
49|How do linguists view the validity of non-standard dialects compared to standard languages?|Non-standard dialects are grammatically flawed|All dialects are systematic and rule-governed linguistic systems|Standard languages are scientifically superior|Non-standard dialects lack logical rules|All dialects are systematic and rule-governed linguistic systems|MJC-6_U1_T1.1.2|30
50|What subfield of linguistics focuses on the study of language varieties, dialects, and social speech functions?|Phonetics|Sociolinguistics|Morphology|Psycholinguistics|Sociolinguistics|MJC-6_U1_T1.1.2|30
