id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
11|सोशल मीडिया पर भड़काऊ और फर्जी खबरें (Fake News) फैलाने से क्या होता है?|सांप्रदायिक और सामाजिक तनाव बढ़ता है|राष्ट्रीय एकता मजबूत होती है|सत्यता स्थापित होती है|भाईचारा बढ़ता है|सांप्रदायिक और सामाजिक तनाव बढ़ता है|AEC-4_U2_T2.1.2|30
12|राजनीतिक स्वार्थ और वोट बैंक की राजनीति (Vote Bank Politics) का परिणाम क्या है?|विभाजनकारी प्रवृत्तियों का प्रोत्साहन|देश का एकीकरण|भ्रष्टाचार का अंत|आर्थिक प्रगति|विभाजनकारी प्रवृत्तियों का प्रोत्साहन|AEC-4_U2_T2.2.1|30
13|संवैधानिक प्रावधानों की अनदेखी करने से समाज में क्या फैलता है?|अराजकता और असंतोष|शांति और कानून का शासन|आर्थिक समानता|प्रशासकीय सुधार|अराजकता और असंतोष|AEC-4_U2_T2.2.1|30
14|सांप्रदायिक दंगों का मुख्य परिणाम क्या होता है?|जीवन-माल की हानि और आपसी अविश्वास|सांस्कृतिक समरसता|सद्भाव की स्थापना|व्यापार में वृद्धि|जीवन-माल की हानि और आपसी अविश्वास|AEC-4_U2_T2.2.1|30
15|असंतुलित क्षेत्रीय विकास (Imbalanced Regional Development) से क्या समस्या उत्पन्न होती है?|पिछड़े क्षेत्रों में असंतोष और अलगाव की भावना|सभी क्षेत्रों का समान विकास|राष्ट्रीय गान का सम्मान|अंतरराष्ट्रीय व्यापार|पिछड़े क्षेत्रों में असंतोष और अलगाव की भावना|AEC-4_U2_T2.2.1|30
16|संकीर्ण मनोवृत्ति (Narrow Mindedness) राष्ट्रीय एकता में किस प्रकार बाधक है?|यह दूसरों के विचारों और रीति-रिवाजों के प्रति असहिष्णुता लाती है|यह वैज्ञानिक दृष्टिकोण देती है|यह राष्ट्रप्रेम सिखाती है|यह विकास में सहायक है|यह दूसरों के विचारों और रीति-रिवाजों के प्रति असहिष्णुता लाती है|AEC-4_U2_T2.2.1|30
17|विदेशी शक्तियों का हस्तक्षेप (Foreign Interference) राष्ट्रीय सुरक्षा और एकता पर क्या प्रभाव डालता है?|देश की आंतरिक स्थिरता को कमजोर करता है|देश को समृद्ध बनाता है|शांति स्थापित करता है|सैनिक शक्ति घटाता है|देश की आंतरिक स्थिरता को कमजोर करता है|AEC-4_U2_T2.2.1|30
18|भ्रष्टाचार (Corruption) से जनता का किस पर से विश्वास उठता है?|संवैधानिक और प्रशासनिक व्यवस्था पर|केवल व्यापारियों पर|अपने परिवार पर|खेल कूद पर|संवैधानिक और प्रशासनिक व्यवस्था पर|AEC-4_U2_T2.2.1|30
19|माओवाद और नक्सलवाद (Naxalism) किस अवधारणा के विरोधी हैं?|संसदीय लोकतंत्र और राष्ट्रीय एकीकरण|जातिवाद|क्षेत्रवाद|अशिक्षा|संसदीय लोकतंत्र और राष्ट्रीय एकीकरण|AEC-4_U2_T2.2.1|30
20|जब कोई राज्य अपनी क्षेत्रीय भाषा को अन्य भाषाओं पर जबरन थोपता है तो क्या उत्पन्न होता है?|भाषाई विवाद और असंतोष|सांस्कृतिक एकता|आर्थिक लाभ|सद्भाव|भाषाई विवाद और असंतोष|AEC-4_U2_T2.2.1|30
21|इतिहास का तोड़-मरोड़ कर प्रस्तुतीकरण करने से समाज पर क्या असर पड़ता है?|समुदायों के बीच घृणा और विद्वेष बढ़ता है|ऐतिहासिक सत्य उजागर होता है|राष्ट्रीय गौरव बढ़ता है|अखंडता मजबूत होती है|समुदायों के बीच घृणा और विद्वेष बढ़ता है|AEC-4_U2_T2.2.1|30
22|जनसंख्या विस्फोट (Population Explosion) अप्रत्यक्ष रूप से राष्ट्रीय एकता को कैसे प्रभावित करता है?|संसाधनों की कमी से सामाजिक और आर्थिक संघर्ष बढ़ता है|रोजगार के अवसर बढ़ाता है|सबको समान अधिकार देता है|शांति लाता है|संसाधनों की कमी से सामाजिक और आर्थिक संघर्ष बढ़ता है|AEC-4_U2_T2.2.1|30
23|कट्टरपंथ (Fundamentalism) का राष्ट्रीय जीवन पर क्या दुष्प्रभाव है?|यह प्रगतिशील और समावेशी विचारों का विरोध करता है|यह भ्रातृत्व को बढ़ाता है|यह शिक्षा का प्रसार करता है|यह लोकतंत्र को मजबूत करता है|यह प्रगतिशील और समावेशी विचारों का विरोध करता है|AEC-4_U2_T2.2.1|30
24|राष्ट्रीय प्रतीकों का अपमान करना किस भावना को चोट पहुँचाता है?|राष्ट्रीय अस्मिता और एकता|क्षेत्रीय स्वाभिमान|व्यक्तिगत स्वतंत्रता|व्यापारिक हित|राष्ट्रीय अस्मिता और एकता|AEC-4_U2_T2.2.1|30
25|अंतर-राज्यीय जल विवाद (Inter-State Water Disputes) किस प्रकार की भावना को जन्म देते हैं?|उग्र क्षेत्रवाद और राज्यों में मनमुटाव|अंतरराष्ट्रीय सहयोग|राष्ट्रीय बंधुत्व|समानता|उग्र क्षेत्रवाद और राज्यों में मनमुटाव|AEC-4_U2_T2.2.1|30
26|संवैधानिक संस्थाओं (Constitutional Institutions) के प्रति अविश्वास पैदा होना क्या दर्शाता है?|राष्ट्रीय एकीकरण के लिए गंभीर खतरा|लोकतंत्र की सफलता|सामाजिक सुधार|आर्थिक मजबूती|राष्ट्रीय एकीकरण के लिए गंभीर खतरा|AEC-4_U2_T2.2.1|30
27|मीडिया द्वारा नकारात्मक या सनसनीखेज कवरेज का समाज पर क्या प्रभाव पड़ता है?|अविश्वास और भय का वातावरण बनता है|सत्य का प्रचार होता है|एकता मजबूत होती है|शिक्षा बढ़ती है|अविश्वास और भय का वातावरण बनता है|AEC-4_U2_T2.2.1|30
28|विभाजनकारी प्रवृत्तियों (Divisive Tendencies) को रोकने में सबसे बड़ी बाधा क्या है?|दृढ़ राजनीतिक इच्छाशक्ति की कमी|कड़े कानून होना|सशक्त सेना होना|शिक्षा का प्रसार|दृढ़ राजनीतिक इच्छाशक्ति की कमी|AEC-4_U2_T2.2.1|30
29|जातिगत आरक्षण विवाद से समाज में क्या स्थिति उत्पन्न हो सकती है?|विभिन्न समूहों में सामाजिक तनाव और ध्रुवीकरण|पूर्ण समानता|व्यापारिक वृद्धि|सांस्कृतिक एकता|विभिन्न समूहों में सामाजिक तनाव और ध्रुवीकरण|AEC-4_U2_T2.2.1|30
30|धार्मिक उग्रवाद (Religious Fanaticism) किस संवैधानिक मूल्य को सबसे अधिक नुकसान पहुँचाता है?|धर्मनिरपेक्षता|संपत्ति का अधिकार|व्यापार का अधिकार|विदेश भ्रमण का अधिकार|धर्मनिरपेक्षता|AEC-4_U2_T2.2.1|30
31|सीमावर्ती क्षेत्रों में घुसपैठ (Infiltration) से राष्ट्रीय एकता पर क्या असर पड़ता है?|जनसांख्यिकी संतुलन बिगड़ता है और सुरक्षा को खतरा होता है|आर्थिक समृद्धि आती है|संस्कृति समृद्ध होती है|सद्भाव बढ़ता है|जनसांख्यिकी संतुलन बिगड़ता है और सुरक्षा को खतरा होता है|AEC-4_U2_T2.2.1|30
32|बेरोजगारी (Unemployment) युवाओं को किस ओर धकेल सकती है?|अराजकता, उग्रवाद और सामाजिक अपराध|सकारात्मक नेतृत्व|राष्ट्रीय सेवा|तकनीकी विकास|अराजकता, उग्रवाद और सामाजिक अपराध|AEC-4_U2_T2.2.1|30
33|युवाओं में नैतिक मूल्यों का ह्रास राष्ट्रीय एकता को कैसे प्रभावित करता है?|नागरिक उत्तरदायित्व और देशभक्ति की भावना कम होती है|सैनिक क्षमता बढ़ती है|अनुशासन बढ़ता है|आर्थिक लाभ होता है|नागरिक उत्तरदायित्व और देशभक्ति की भावना कम होती है|AEC-4_U2_T2.2.1|30
34|स्थानीय बनाम बाहरी (Sons of the Soil) का मुद्दा किस भावना को भड़काता है?|संकीर्ण क्षेत्रवाद|राष्ट्रीय बंधुत्व|अंतरराष्ट्रीयता|धर्मनिरपेक्षता|संकीर्ण क्षेत्रवाद|AEC-4_U2_T2.2.1|30
35|जनजातीय क्षेत्रों का विकास न होना किस भावना को जन्म देता है?|उपेक्षा और अलगाव की भावना|राष्ट्रीय गौरव|सांस्कृतिक विलय|आर्थिक स्वतंत्रता|उपेक्षा और अलगाव की भावना|AEC-4_U2_T2.2.1|30
36|समान अवसर न मिलना नागरिकों में किस भाव को बढ़ाता है?|असंतोष और हीन भावना|देशभक्ति|एकता|सहयोग|असंतोष और हीन भावना|AEC-4_U2_T2.2.1|30
37|राजनीतिक दलों द्वारा धार्मिक आधार पर रैलियां और प्रचार करना क्या बढ़ाता है?|सांप्रदायिक ध्रुवीकरण|लोकतांत्रिक मर्यादा|आर्थिक समरसता|शैक्षणिक स्तर|सांप्रदायिक ध्रुवीकरण|AEC-4_U2_T2.2.1|30
38|सांस्कृतिक आक्रमण (Cultural Imperialism) से स्थानीय संस्कृतियों में क्या उत्पन्न होता है?|पहचान का संकट और असुरक्षा की भावना|अखंडता|समृद्धि|प्रशासकीय सुधार|पहचान का संकट और असुरक्षा की भावना|AEC-4_U2_T2.2.1|30
39|कानून-व्यवस्था का ठप होना (Collapse of Law and Order) राष्ट्रीय जीवन को कैसे प्रभावित करता है?|अराजकता और अविश्वास फैलता है|सुरक्षा बढ़ती है|व्यापार बढ़ता है|एकता मजबूत होती है|अराजकता और अविश्वास फैलता है|AEC-4_U2_T2.2.1|30
40|साइबर स्पेस का दुरुपयोग करके चलाए जाने वाले दुष्प्रचार (Propaganda) से क्या नुकसान है?|देश की आंतरिक शांति और सामाजिक ताना-बाना बिगड़ता है|तकनीकी साक्षरता बढ़ती है|सद्भाव बढ़ता है|रोजगार मिलता है|देश की आंतरिक शांति और सामाजिक ताना-बाना बिगड़ता है|AEC-4_U2_T2.2.1|30
41|सांप्रदायिक तुष्टीकरण की नीति (Policy of Appeasement) से क्या परिणाम निकलता है?|अन्य वर्गों में असंतोष और विभाजन बढ़ता है|स्थायी शांति आती है|सभी को न्याय मिलता है|राष्ट्रीय एकता मजबूत होती है|अन्य वर्गों में असंतोष और विभाजन बढ़ता है|AEC-4_U2_T2.2.1|30
42|नागरिकों में राष्ट्रीय कर्तव्यों की उपेक्षा करने से क्या होता है?|सामाजिक अनुशासन और राष्ट्रीय निष्ठा कमजोर होती है|लोकतंत्र मजबूत होता है|आर्थिक प्रगति होती है|समानता आती है|सामाजिक अनुशासन और राष्ट्रीय निष्ठा कमजोर होती है|AEC-4_U2_T2.2.1|30
43|विकास का लाभ कुछ ही वर्गों तक सीमित रहना किस कारक को जन्म देता है?|आर्थिक और सामाजिक असंतोष|राष्ट्रीय एकीकरण|सांस्कृतिक विकास|तकनीकी क्रांति|आर्थिक और सामाजिक असंतोष|AEC-4_U2_T2.2.1|30
44|ऐतिहासिक मतभेदों को बार-बार कुरेदने से क्या होता है?|पुराने जख्म हरे होते हैं और अविश्वास बढ़ता है|ज्ञान बढ़ता है|आपसी प्रेम बढ़ता है|एकता मजबूत होती है|पुराने जख्म हरे होते हैं और अविश्वास बढ़ता है|AEC-4_U2_T2.2.1|30
45|क्षेत्रीय राजनीतिक दलों द्वारा अत्यधिक उग्र क्षेत्रीय माँगें उठाना क्या कहलाता है?|संकीर्ण क्षेत्रवाद|उदार राष्ट्रवाद|अंतरराष्ट्रीयवाद|संवैधानिक विकास|संकीर्ण क्षेत्रवाद|AEC-4_U2_T2.2.1|30
46|असमान शिक्षा प्रणाली से समाज में क्या पैदा होता है?|वैचारिक और सामाजिक खाई|पूर्ण समानता|सांस्कृतिक मिलन|राष्ट्रीय चेतना|वैचारिक और सामाजिक खाई|AEC-4_U2_T2.2.1|30
47|राष्ट्रीय एकता को प्रभावित करने वाले नकारात्मक कारकों को समाप्त करने की प्राथमिक जिम्मेदारी किसकी है?|सरकार और नागरिक दोनों की|केवल सेना की|केवल विदेशी संगठनों की|किसी की नहीं|सरकार और नागरिक दोनों की|AEC-4_U2_T2.2.1|30
48|एनसीसी कैडेटों को राष्ट्रीय एकता को प्रभावित करने वाले कारकों के खिलाफ क्या भूमिका निभानी चाहिए?|जागृति फैलाना और भाईचारे का संदेश देना|शांत रहना|अलगाववाद का समर्थन करना|भाग जाना|जागृति फैलाना और भाईचारे का संदेश देना|AEC-4_U2_T2.2.1|30
49|क्षेत्रीय असमानता को दूर करने के लिए सरकार को क्या करना चाहिए?|संतुलित क्षेत्रीय विकास योजनाएं लागू करना|केवल अमीर राज्यों पर ध्यान देना|पिछड़े क्षेत्रों को अलग कर देना|परिवहन बंद करना|संतुलित क्षेत्रीय विकास योजनाएं लागू करना|AEC-4_U2_T2.2.1|30
50|राष्ट्रीय एकता को प्रभावित करने वाले सभी कारकों पर विजय प्राप्त करने का अंतिम माध्यम क्या है?|सच्ची शिक्षा, नैतिक मूल्य और समावेशी विकास|केवल सैन्य बल|कठोर दंड नीति|राजनीतिक रैलियाँ|सच्ची शिक्षा, नैतिक मूल्य और समावेशी विकास|AEC-4_U2_T2.2.1|30
