id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
15|HAT नियम में 'T' का क्या अर्थ है?|Trigger Operation (दुरुस्त ट्रिगर दबाव)|Target|Time|Technique|Trigger Operation (दुरुस्त ट्रिगर दबाव)|AEC-4_P1_TP.1.4|30
16|फायरिंग की सबसे आरामदायक और स्थिर पोजीशन कौन सी मानी जाती है?|लेटकर (Lying Position)|खड़े होकर|घुटने के बल|बैठकर|लेटकर (Lying Position)|AEC-4_P1_TP.1.4|30
17|फायरिंग की कुल कितनी मुख्य पोजीशंस होती हैं?|4 (Lying, Kneeling, Sitting, Standing)|2|3|5|4 (Lying, Kneeling, Sitting, Standing)|AEC-4_P1_TP.1.4|30
18|MPI का पूर्ण रूप (Full Form) क्या है?|Mean Point of Impact|Main Point of Inspection|Maximum Pressure Index|Master Position Indicator|Mean Point of Impact|AEC-4_P1_TP.1.4|30
19|MPI (Mean Point of Impact) क्या दर्शाता है?|ग्रुप के सभी शॉट्स के केंद्र बिंदु को|सबसे दूर वाले शॉट को|बैरल के दबाव को|राइफल के वजन को|ग्रुप के सभी शॉट्स के केंद्र बिंदु को|AEC-4_P1_TP.1.4|30
20|POA का पूर्ण रूप क्या होता है?|Point of Aim|Point of Action|Point of Alignment|Position of Aim|Point of Aim|AEC-4_P1_TP.1.4|30
21|लक्ष्य पर वह स्थान जहाँ दृष्टि साधकर फायर किया जाता है, उसे क्या कहते हैं?|Point of Aim (POA)|MPI|Sight Picture|Target Line|Point of Aim (POA)|AEC-4_P1_TP.1.4|30
22|बैरल के अंदर बनी घुमावदार नालियों/धारियों को क्या कहा जाता है?|ग्रूव्स (Grooves)|रिंग|चेंबर|पिस्टन|ग्रूव्स (Grooves)|AEC-4_P1_TP.1.4|30
23|.22 राइफल के बैरल में कितने ग्रूव्स (Grooves) होते हैं?|6|4|8|2|6|AEC-4_P1_TP.1.4|30
24|बैरल में ग्रूव्स का मुख्य कार्य क्या है?|गोली को घूमती हुई (Spinning) सीधी दिशा देना|आवाज कम करना|गोली को ठंडा करना|वजन कम करना|गोली को घूमती हुई (Spinning) सीधी दिशा देना|AEC-4_P1_TP.1.4|30
25|7.62 mm LMG (Light Machine Gun) का कारगर विस्तार (Effective Range) कितना होता है?|500 गज|300 गज|1000 गज|200 गज|500 गज|AEC-4_P1_TP.1.4|30
26|7.62 mm LMG की बाईपॉड (Bipod) पर कारगर दूरी कितनी होती है?|500 गज|1000 गज|300 गज|800 गज|500 गज|AEC-4_P1_TP.1.4|30
27|7.62 mm LMG की ट्राईपॉड (Tripod) पर कारगर दूरी कितनी होती है?|1000 गज|500 गज|1500 गज|2000 गज|1000 गज|AEC-4_P1_TP.1.4|30
28|7.62 mm LMG का भरा हुआ मैगजीन के साथ वजन कितना होता है?|9.2 किग्रा|7.2 किग्रा|10.5 किग्रा|5.5 किग्रा|9.2 किग्रा|AEC-4_P1_TP.1.4|30
29|7.62 mm LMG के मैगजीन में कुल कितने राउंड भरे जाते हैं?|28 राउंड (क्षमता 30)|20 राउंड|50 राउंड|100 राउंड|28 राउंड (क्षमता 30)|AEC-4_P1_TP.1.4|30
30|7.62 mm LMG की सामान्य फायरिंग दर (Normal Rate of Fire) क्या है?|28 राउंड प्रति मिनट|84 राउंड प्रति मिनट|450-500 राउंड प्रति मिनट|100 राउंड प्रति मिनट|28 राउंड प्रति मिनट|AEC-4_P1_TP.1.4|30
31|7.62 mm LMG की रैपिड फायरिंग दर (Rapid Rate of Fire) कितनी होती है?|84 राउंड प्रति मिनट|28 राउंड प्रति मिनट|120 राउंड प्रति मिनट|200 राउंड प्रति मिनट|84 राउंड प्रति मिनट|AEC-4_P1_TP.1.4|30
32|7.62 mm SLR (Self Loading Rifle) की प्रभावी दूरी कितनी होती है?|300 गज|500 गज|100 गज|600 गज|300 गज|AEC-4_P1_TP.1.4|30
33|7.62 mm SLR का मैगजीन सहित कुल वजन कितना होता है?|5.1 किग्रा|4.4 किग्रा|6.0 किग्रा|3.5 किग्रा|5.1 किग्रा|AEC-4_P1_TP.1.4|30
34|7.62 mm SLR के मैगजीन की क्षमता कितनी होती है?|20 राउंड|10 राउंड|30 राउंड|50 राउंड|20 राउंड|AEC-4_P1_TP.1.4|30
35|7.62 mm SLR की मज़ल वेलोसिटी कितनी होती है?|2700 फीट प्रति सेकंड|1030 फीट प्रति सेकंड|3000 फीट प्रति सेकंड|1500 फीट प्रति सेकंड|2700 फीट प्रति सेकंड|AEC-4_P1_TP.1.4|30
36|5.56 mm INSAS राइफल की प्रभावी दूरी कितनी होती है?|400 मीटर|300 मीटर|500 मीटर|200 मीटर|400 मीटर|AEC-4_P1_TP.1.4|30
37|5.56 mm INSAS राइफल की मैगजीन क्षमता कितनी होती है?|20 राउंड|30 राउंड|15 राउंड|50 राउंड|20 राउंड|AEC-4_P1_TP.1.4|30
38|INSAS का पूर्ण रूप क्या है?|Indian Small Arms System|Indian National Safety Arm Standard|International Small Arms Society|Indian System for Arms Safety|Indian Small Arms System|AEC-4_P1_TP.1.4|30
39|5.56 mm INSAS राइफल का खाली वजन कितना होता है?|3.6 किग्रा|4.5 किग्रा|2.8 किग्रा|5.0 किग्रा|3.6 किग्रा|AEC-4_P1_TP.1.4|30
40|ग्रुपिंग फायर (Grouping Fire) में फायरिंग की दूरी कितनी होती है?|25 गज|100 गज|200 गज|500 गज|25 गज|AEC-4_P1_TP.1.4|30
41|ग्रुपिंग फायर में 25 गज की दूरी पर कितने राउंड फायर किए जाते हैं?|5 राउंड|10 राउंड|3 राउंड|2 राउंड|5 राउंड|AEC-4_P1_TP.1.4|30
42|फायरिंग रेंज पर लाल झंडा (Red Flag) लगाने का क्या उद्देश्य होता है?|फायरिंग चल रही है और क्षेत्र असुरक्षित/खतरे में है|फायरिंग समाप्त हो गई|सफाई का समय|सैल्यूट देना|फायरिंग चल रही है और क्षेत्र असुरक्षित/खतरे में है|AEC-4_P1_TP.1.4|30
43|राइफल की सफाई के लिए किस कपड़े/चिंदी (Chindi) का उपयोग होता है और उसका मानक आकार कितना होता है?|4 × 1.5 इंच|6 × 2 इंच|8 × 4 इंच|2 × 2 इंच|4 × 1.5 इंच|AEC-4_P1_TP.1.4|30
44|तेल लगाने के लिए इस्तेमाल की जाने वाली चिंदी का आकार कितना होता है?|4 × 2 इंच|4 × 1.5 इंच|6 × 3 इंच|2 × 2 इंच|4 × 2 इंच|AEC-4_P1_TP.1.4|30
45|फायरिंग रेंज पर फायरिंग दल का प्रभारी/कमांडिंग अधिकारी कौन होता है?|रेंज ऑफिसर (Range Officer)|बटालियन क्लर्क|सिविल पुलिस|सफाई कर्मचारी|रेंज ऑफिसर (Range Officer)|AEC-4_P1_TP.1.4|30
46|साइड अलाइनमेंट (Sight Alignment) का क्या अर्थ है?|फॉरसाइट टिप, बैकसाइट यू (U) और आंख को एक सीधी रेखा में मिलाना|केवल target को देखना|ट्रिगर दबाना|मैगजीन लगाना|फॉरसाइट टिप, बैकसाइट यू (U) और आंख को एक सीधी रेखा में मिलाना|AEC-4_P1_TP.1.4|30
47|साइट पिक्चर (Sight Picture) का क्या तात्पर्य है?|अलाइंड साइट्स को पॉइंट ऑफ एम (POA) से मिलाना|केवल बंदूक का फोटो खींचना|टार्गेट बदलना|रेंज का नक्शा देखना|अलाइंड साइट्स को पॉइंट ऑफ एम (POA) से मिलाना|AEC-4_P1_TP.1.4|30
48|ट्रिगर ऑपरेशन के दौरान झटके (Jerk) से बचने के लिए क्या आवश्यक है?|धीमे-धीमे और सांस रोककर एकसमान दबाव डालना|झटके से तेजी से खींचना|आंख बंद करके दबाना|दो उंगलियों का उपयोग करना|धीमे-धीमे और सांस रोककर एकसमान दबाव डालना|AEC-4_P1_TP.1.4|30
49|राइफल को सुरक्षा की दृष्टि से चेक करने की पहली कार्यवाही क्या कहलाती है?|निरीक्षण के लिए जांच (Inspection of Arms)|फायरिंग|चार्ज|लोडिंग|निरीक्षण के लिए जांच (Inspection of Arms)|AEC-4_P1_TP.1.4|30
50|फायरिंग रेंज पर अनुशासनहीनता या असावधानी का क्या परिणाम हो सकता है?|गंभीर दुर्घटना और जान-माल का नुकसान|प्रशंसा|पुरस्कार|सजा से छूट|गंभीर दुर्घटना और जान-माल का नुकसान|AEC-4_P1_TP.1.4|30
