id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
19|آتش نے لکھنوی فضا میں رہتے ہوئے کس صنفِ سخن کو اپنی شناخت کا ذریعہ بنایا؟|غزل|مرثیہ|قصیدہ|مثنوی|غزل|MIC-4_U3_T3.1.3|30
20|دبستانِ لکھنؤ کی غزل کا ایک اہم وصف "ضلع جگت" ہے، آتش نے اس کا استعمال کیسے کیا؟|انتہائی اعتدال اور فنکارانہ سلیقے کے ساتھ|حد سے زیادہ اور بوجھل|بالکل نہیں کیا|صرف مذاق بنانے کے لیے|انتہائی اعتدال اور فنکارانہ سلیقے کے ساتھ|MIC-4_U3_T3.1.3|30
21|لکھنوی تہذیب میں حلم اور شائستگی کا جو معیار تھا، آتش کی غزل میں وہ کس صورت میں ہے؟|شائستہ گفتگو اور اندازِ بیان کی نزاکت کی صورت میں|سختی کی صورت میں|غیر سنجیدگی میں|غصے میں|شائستہ گفتگو اور اندازِ بیان کی نزاکت کی صورت میں|MIC-4_U3_T3.1.3|30
22|آتش کی شاعری میں دبستانِ لکھنؤ کی کون سی بنیادی فکر ظاہر ہوتی ہے؟|زندگی سے لطف اٹھانا اور جمالیاتی تسکین حاصل کرنا|زندگی سے بھاگنا|دنیا کو جہنم سمجھنا|صرف مذہبی جنگ لڑنا|زندگی سے لطف اٹھانا اور جمالیاتی تسکین حاصل کرنا|MIC-4_U3_T3.1.3|30
23|ناسخ کے خشک قواعد پرستی کے مقابلے میں آتش نے لکھنوی غزل کو کیا دیا؟|روانی، داخلی سوز اور ترنم|صرف سخت قواعد|بوجھل الفاظ|غیر فصیح زبان|روانی، داخلی سوز اور ترنم|MIC-4_U3_T3.1.3|30
24|آتش کی غزل میں "شبِ وصل" اور "محفلِ ناز" کے مضامین کس دبستان کے مرہونِ منت ہیں؟|دبستانِ لکھنؤ|دبستانِ دہلی|دبستانِ دکن|دبستانِ پنجاب|دبستانِ لکھنؤ|MIC-4_U3_T3.1.3|30
25|لکھنوی شعرا کے ہاں "لباس اور زیبائش" کی اہمیت نے آتش کی غزل پر کیا اثر ڈالا؟|ان کی غزل میں حسی پیکر تراشی اور زرق برق مناظر آئے|ان کی غزل سیاہ ہو گئی|ان کی غزل بے رنگ ہو گئی|انہوں نے لباس پر بولنا بند کر دیا|ان کی غزل میں حسی پیکر تراشی اور زرق برق مناظر آئے|MIC-4_U3_T3.1.3|30
26|دبستانِ لکھنؤ میں زنانہ محاورے اور ریختی کا دور دورہ تھا، آتش نے اس کا کیا اثر قبول کیا؟|عورتوں کے شائستہ محاورات اور زبان کو غزل کا حصہ بنایا|مکمل طور پر ریختی لکھی|زبان کو بوجھل کر دیا|اسے مسترد کر دیا|عورتوں کے شائستہ محاورات اور زبان کو غزل کا حصہ بنایا|MIC-4_U3_T3.1.3|30
27|آتش کے شعر "باندھنا مضمونِ نو اندیشہِ باطل نہیں" میں لکھنوی اسلوب کی کس فکر کا عکاس ہے؟|جدتِ طبع اور نئے مضامین کی تلاش|پرانے مضامین کی نقل|فارسی کی کاپی|بے مقصد باتیں|جدتِ طبع اور نئے مضامین کی تلاش|MIC-4_U3_T3.1.3|30
28|لکھنؤ کی خوشحال نوابی فضا نے آتش کی غزل میں کس احساس کو دبنے نہیں دیا؟|خود داری اور بلند ہمتی کے احساس کو|عاجزی کو|خوف کو|فقر کے دکھ کو|خود داری اور بلند ہمتی کے احساس کو|MIC-4_U3_T3.1.3|30
29|آتش کے کلام کو پڑھ کر دبستانِ لکھنؤ کے کس دور کا پتہ چلتا ہے؟|عہدِ زریں اور عروج کا|زوال کے دور کا|ابتدائی کچے دور کا|جدید دور کا|عہدِ زریں اور عروج کا|MIC-4_U3_T3.1.3|30
30|آتش نے لکھنوی غزل میں "تشبیہات" کا انتخاب کس ماحول سے کیا؟|لکھنؤ کے باغات، محفلوں اور تہذیبی اشیا سے|ویران صحراؤں سے|جنگ کے میدانوں سے|غیر ملکی کتب سے|لکھنؤ کے باغات، محفلوں اور تہذیبی اشیا سے|MIC-4_U3_T3.1.3|30
31|دبستانِ لکھنؤ کی خارجیت اور دہلی کی داخلیت کا امتزاج کس لکھنوی شاعر کی غزل میں ملتا ہے؟|خواجہ حیدر علی آتش|ناسخ|رنگین|جرات|خواجہ حیدر علی آتش|MIC-4_U3_T3.1.3|30
32|آتش کے اسلوب میں "ترنم ریز بحور" کا استعمال کس دبستان کی نغمگی کی روایت ہے؟|دبستانِ لکھنؤ|دبستانِ دہلی|دبستانِ عظیم آباد|دبستانِ دکن|دبستانِ لکھنؤ|MIC-4_U3_T3.1.3|30
33|لکھنوی تہذیب کی "پاسِ وضع" اور خوش اخلاقی آتش کے ہاں کس روپ میں دکھتی ہے؟|عاشق اور محبوب کے باوقار رویے میں|تکبر میں|دشمنی میں|لاپرواہی میں|عاشق اور محبوب کے باوقار رویے میں|MIC-4_U3_T3.1.3|30
34|آتش کی غزل کے قوافی کی ترتیب اور نغمگی پر کس شہر کی ادبی فضا کا اثر ہے؟|لکھنؤ|دہلی|رامپور|حیدرآباد|لکھنؤ|MIC-4_U3_T3.1.3|30
35|دبستانِ لکھنؤ کے اثرات نے آتش کی شاعری کو کیا بنایا؟|پرتاثر، رنگین اور فنکارانہ شاہکار|خشک اور معقولاتی|غیر مربوط|تاریک اور غم ناک|پرتاثر، رنگین اور فنکارانہ شاہکار|MIC-4_U3_T3.1.3|30
36|آتش کے نزدیک غزل کے ہر مصرعے کو سنوارنا کس چیز کا حصہ تھا؟|لکھنوی مرصع سازی اور فنکاری کا|مجبوری کا|قافیہ پیمائی کا|وقت گزاری کا|لکھنوی مرصع سازی اور فنکاری کا|MIC-4_U3_T3.1.3|30
37|لکھنؤ کی ادبی چشمک اور مشاعروں کی فضا کا آتش پر کیا اثر پڑا؟|ان کی زبان میں صفائی اور برجستگی مزید نکھر گئی|انہوں نے شعر کہنا چھوڑ دیا|وہ ڈر گئے|ان کا کلام بگڑ گیا|ان کی زبان میں صفائی اور برجستگی مزید نکھر گئی|MIC-4_U3_T3.1.3|30
38|آتش کے کلام میں "شوخیِ گفتار" کس دبستان کی دین ہے؟|دبستانِ لکھنؤ|دبستانِ دہلی|دبستانِ عظیم آباد|دبستانِ دکن|دبستانِ لکھنؤ|MIC-4_U3_T3.1.3|30
39|لکھنوی غزل کی وہ کون سی برائی ہے جس سے آتش کا دامن پاک رہا؟|ابتذال اور بے جا عریانیت|فصاحت|سلاست|ترنم|ابتذال اور بے جا عریانیت|MIC-4_U3_T3.1.3|30
40|آتش کی غزل میں "چشم و ابرو" کا بیان کس انداز میں ہوتا ہے؟|جمالیاتی اور شائستہ انداز میں|عام انداز میں|بدصورت انداز میں|غیر منطقی انداز میں|جمالیاتی اور شائستہ انداز میں|MIC-4_U3_T3.1.3|30
41|دبستانِ لکھنؤ کے شعرا کے ہاں "تصنع" تھا، آتش نے اس تصنع کو کس میں بدلا؟|قدرتی روانی اور بے ساختگی میں|صرف فارسی میں|سختی میں|مایوسی میں|قدرتی روانی اور بے ساختگی میں|MIC-4_U3_T3.1.3|30
42|آتش کا دیوان "کلیاتِ آتش" کس دبستان کی غزل گوئی کا معتبر ترین سند مانا جاتا ہے؟|دبستانِ لکھنؤ|دبستانِ دہلی|دبستانِ دکن|دبستانِ پنجاب|دبستانِ لکھنؤ|MIC-4_U3_T3.1.3|30
43|لکھنؤ کے نوابوں کی سرپرستی اور محفلوں نے آتش کے کلام کو کون سی صفت دی؟|شکوہِ الفاظ اور تہذیبی چمک|قنوطیت|تاریکی|سادگیِ بے رنگ|شکوہِ الفاظ اور تہذیبی چمک|MIC-4_U3_T3.1.3|30
44|آتش کے اشعار میں "ساقی"، "شراب" اور "جام" کے استعارے کس فضا کی عکاسی کرتے ہیں؟|لکھنؤ کی نشاطیہ اور پرتعیش محفلوں کی|خانقاہوں کی|جنگل کی|غاروں کی|لکھنؤ کی نشاطیہ اور پرتعیش محفلوں کی|MIC-4_U3_T3.1.3|30
45|دبستانِ لکھنؤ کی زبان کے ارتقا میں آتش کے اسلوب کا کیا مقام ہے؟|یہ لکھنوی اسلوب کی فصاحت اور بلندی کا سب سے شاندار نمونہ ہے|یہ ایک درمیانی کوشش ہے|یہ زوال کی نشانی ہے|یہ غیر فصیح ہے|یہ لکھنوی اسلوب کی فصاحت اور بلندی کا سب سے شاندار نمونہ ہے|MIC-4_U3_T3.1.3|30
46|آتش کے اسلوب نے لکھنوی شاعری کو کس بات کا ثبوت دیا؟|یہ کہ لکھنوی انداز میں بھی دلی درد اور فنکارانہ صفائی یکجا ہو سکتی ہے|یہ کہ لکھنوی شاعری بے کار ہے|یہ کہ دہلی ہی سب کچھ ہے|یہ کہ زبان کی صفائی ممکن نہیں|یہ کہ لکھنوی انداز میں بھی دلی درد اور فنکارانہ صفائی یکجا ہو سکتی ہے|MIC-4_U3_T3.1.3|30
47|آتش نے لکھنؤ میں رہتے ہوئے بھی اپنے استاد مصحفی کے کس رنگ کو قائم رکھا؟|جذبے کی سچائی اور روانی کے رنگ کو|قواعد پرستی کو|ماتم داری کو|خشکی کو|جذبے کی سچائی اور روانی کے رنگ کو|MIC-4_U3_T3.1.3|30
48|لکھنوی غزل گوئی میں آتش کا نام کس کی علامت مانا جاتا ہے؟|استادانہ فصاحت، مردانہ روانی اور جمالیات کی|صرف قواعد پرستی کی|مایوسی کی|عریانیت کی|استادانہ فصاحت، مردانہ روانی اور جمالیات کی|MIC-4_U3_T3.1.3|30
49|آتش کی غزلوں کے مطالعے سے دبستانِ لکھنؤ کے بارے میں کیا تاثر بنتا ہے؟|یہ ایک زندہ دل، پرتعیش اور زبان دانوں کا دبستان تھا|یہ ایک ویران جگہ تھی|یہاں صرف جنگ کی باتیں ہوتی تھیں|یہاں شاعری ممنوع تھی|یہ ایک زندہ دل، پرتعیش اور زبان دانوں کا دبستان تھا|MIC-4_U3_T3.1.3|30
50|مجموعی طور پر آتش کی شاعری میں دبستانِ لکھنؤ کے اثرات کس بات کا نچوڑ ہیں؟|لکھنوی تہذیب، زبان کی چاشنی اور فنکارانہ مرصع کاری کا نچوڑ|صرف غم و اندوہ|صرف غیر ملکی نقل|صرف قواعد کی پابندی|لکھنوی تہذیب، زبان کی چاشنی اور فنکارانہ مرصع کاری کا نچوڑ|MIC-4_U3_T3.1.3|30
